player,position,age,team,games,games started,minutes player,field goals per game,field goal attempts per game,field goal percentage,3-point field goals per game,3-point field goal attempted per game,3-point goal percentage,2-point field goals per game,2-point field goals attempted per game,2-point field goal percentage,effective field goal percentage,free throws per game,free throw attempts per game,free throw percentage,offensive rebounds per game,defensive rebounds per game,total rebounds per game,assists per game,steals per game,blocks per game,turnovers per game,personal fouls per game,points per game,3 point attempt rate,assist percentage,block percentage,box plus minus,defensive box plus minux,defensive rebound percentage,defensive win shares,free throw attempt rate,offensive box plus minux,offensive rebound percentage,offensive win shares,player efficiency rating,steal percentage,turnover percentage,total rebound percentage,true shooting percentage,usage percentage,value over replacement player,win shares,win shares per 48 minutes,rating
Carlos Arroyo,PG,23,UTA,44,0,6.5,1.1,2.5,0.459,0.1,0.2,0.429,1.1,2.3,0.461,0.472,0.4,0.5,0.818,0.3,0.3,0.6,1.2,0.3,0.0,0.7,0.6,2.8,0.064,33.1,0.3,-3.7,-2.8,6.1,0.2,0.202,-0.9,4.8,0.1,14.1,2.2,20.2,5.5,0.51,23.8,-0.1,0.3,0.057,75
Chucky Atkins,PG,28,DET,65,7,21.5,2.6,7.2,0.361,1.3,3.7,0.355,1.3,3.4,0.368,0.454,0.6,0.8,0.816,0.3,1.2,1.5,2.7,0.4,0.1,1.2,1.7,7.1,0.52,22.4,0.2,-2.8,-2.3,6.5,1.2,0.105,-0.5,1.8,0.3,10.1,1.1,13.7,4.1,0.475,19.4,-0.3,1.5,0.053,72
Stacey Augmon,SG,34,NOH,70,3,12.3,1.1,2.7,0.411,0.0,0.1,0.0,1.1,2.6,0.427,0.411,0.8,1.0,0.75,0.4,1.3,1.7,1.0,0.4,0.1,0.6,1.1,3.0,0.036,12.5,0.8,-3.5,0.2,12.7,1.0,0.375,-3.8,3.5,0.2,9.3,1.7,15.2,8.0,0.474,13.9,-0.3,1.2,0.067,65
Vin Baker,C,31,BOS,52,9,18.1,1.9,4.0,0.478,0.0,0.1,0.0,1.9,3.9,0.488,0.478,1.4,2.1,0.673,1.7,2.1,3.8,0.6,0.4,0.6,1.2,2.8,5.2,0.019,5.3,2.5,-3.4,0.5,13.3,1.1,0.517,-4.0,10.5,0.5,10.6,1.2,19.4,11.9,0.531,15.5,-0.3,1.6,0.082,72
Brent Barry,SG,31,SEA,75,68,33.1,3.5,7.7,0.458,1.6,3.9,0.403,1.9,3.8,0.514,0.56,1.7,2.1,0.795,0.6,3.4,4.0,5.1,1.5,0.2,1.9,2.7,10.3,0.508,25.0,0.5,2.9,0.6,12.2,2.5,0.279,2.3,2.2,4.8,15.8,2.5,18.0,7.1,0.597,14.9,3.0,7.3,0.141,80
Jon Barry,SG,33,DET,80,0,18.4,2.4,5.3,0.45,1.1,2.7,0.407,1.3,2.6,0.495,0.553,1.1,1.3,0.86,0.4,1.8,2.3,2.6,0.8,0.2,1.0,1.3,6.9,0.505,25.5,0.7,3.0,0.1,12.0,2.2,0.236,2.9,2.6,3.4,17.9,2.4,14.8,7.2,0.593,17.9,1.9,5.6,0.183,72
Tony Battie,C,26,BOS,67,62,25.1,3.0,5.5,0.539,0.0,0.1,0.2,3.0,5.4,0.544,0.541,1.3,1.8,0.746,2.2,4.3,6.5,0.7,0.5,1.2,0.7,2.9,7.3,0.014,5.2,3.8,-0.1,1.8,19.7,2.5,0.32,-2.0,9.7,3.3,15.2,1.0,10.2,14.6,0.578,12.9,0.8,5.8,0.164,68
Shane Battier,SF,24,MEM,78,47,30.6,3.5,7.3,0.483,1.1,2.8,0.398,2.4,4.5,0.535,0.559,1.5,1.9,0.828,1.6,2.8,4.4,1.3,1.3,1.1,0.9,2.7,9.7,0.38,6.8,2.5,3.6,1.2,10.1,1.5,0.255,2.4,6.1,4.8,15.0,2.2,9.7,8.1,0.597,13.2,3.4,6.2,0.126,75
Raja Bell,SG,26,DAL,75,32,15.6,1.2,2.8,0.441,0.3,0.7,0.412,1.0,2.1,0.45,0.491,0.3,0.5,0.676,0.6,1.3,1.9,0.8,0.7,0.1,0.6,1.8,3.1,0.242,6.8,0.5,-0.5,1.2,9.2,1.2,0.161,-1.7,4.4,0.5,7.9,2.3,16.0,6.8,0.509,10.4,0.5,1.7,0.069,68
Travis Best,PG,30,MIA,72,52,25.1,3.2,8.1,0.396,0.5,1.5,0.33,2.7,6.6,0.411,0.427,1.5,1.7,0.854,0.4,1.7,2.0,3.5,0.6,0.1,1.5,2.4,8.4,0.187,25.7,0.3,-2.8,-1.3,8.0,1.4,0.211,-1.5,1.6,0.5,11.2,1.3,14.3,4.7,0.473,19.4,-0.4,1.8,0.048,70
Mike Bibby,PG,24,SAC,55,55,33.4,6.0,12.7,0.47,1.0,2.5,0.409,5.0,10.2,0.485,0.51,2.9,3.4,0.861,0.6,2.1,2.7,5.2,1.3,0.1,2.3,1.7,15.9,0.196,24.3,0.3,1.0,-0.9,6.3,2.0,0.267,1.9,2.1,3.5,17.6,2.0,14.0,4.3,0.559,21.9,1.4,5.6,0.146,86
Chauncey Billups,PG,26,DET,74,74,31.4,4.9,11.8,0.421,2.0,5.1,0.392,2.9,6.6,0.443,0.506,4.3,4.9,0.878,0.5,3.2,3.7,3.9,0.9,0.2,1.8,1.8,16.2,0.437,23.7,0.5,4.2,-0.7,12.2,2.9,0.416,5.0,1.9,7.0,20.4,1.5,11.5,7.0,0.582,24.1,3.7,9.9,0.204,83
Corie Blount,C,34,CHI,50,3,16.7,1.3,2.7,0.485,0.0,0.0,,1.3,2.7,0.485,0.485,0.4,0.7,0.571,1.4,2.7,4.1,1.0,0.7,0.4,0.9,2.4,3.0,0.0,8.9,1.7,-0.7,1.9,17.9,0.9,0.261,-2.6,9.1,0.2,9.6,2.0,22.3,13.5,0.502,10.2,0.3,1.1,0.064,61
Mark Blount,C,27,BOS,27,7,19.2,1.7,3.0,0.563,0.0,0.0,,1.7,3.0,0.563,0.563,1.1,1.5,0.75,1.8,2.8,4.6,0.8,0.7,0.6,1.2,2.8,4.4,0.0,6.8,2.6,-0.6,2.4,17.1,0.8,0.5,-3.0,10.4,0.6,12.2,2.0,25.3,13.7,0.615,11.7,0.2,1.4,0.126,74
Calvin Booth,C,26,SEA,47,0,12.2,1.1,2.5,0.437,0.0,0.0,0.0,1.1,2.5,0.444,0.437,0.7,1.0,0.723,0.7,1.6,2.3,0.3,0.2,0.7,0.5,1.6,2.9,0.017,3.3,4.5,-3.5,1.2,16.0,0.7,0.395,-4.8,6.5,0.2,9.9,1.0,13.6,11.2,0.494,13.2,-0.2,0.8,0.071,62
Carlos Boozer,PF,21,CLE,81,54,25.3,4.1,7.6,0.536,0.0,0.0,0.0,4.1,7.6,0.536,0.536,1.8,2.4,0.771,2.5,5.0,7.5,1.3,0.7,0.6,1.3,2.8,10.0,0.002,9.3,1.7,0.2,-0.1,22.7,1.8,0.311,0.3,10.8,4.2,17.9,1.5,12.8,16.6,0.577,17.1,1.1,5.9,0.139,79
Bruce Bowen,SF,31,SAS,82,82,31.3,2.7,5.8,0.466,1.2,2.8,0.441,1.5,3.0,0.488,0.571,0.4,1.1,0.404,0.7,2.2,2.9,1.4,0.8,0.5,0.9,2.4,7.1,0.478,6.8,1.1,1.5,1.2,7.8,2.7,0.186,0.3,2.8,2.4,9.1,1.4,12.2,5.4,0.563,10.7,2.3,5.1,0.096,74
Ryan Bowen,SG,27,DEN,62,31,16.1,1.6,3.2,0.492,0.0,0.1,0.286,1.5,3.1,0.5,0.497,0.4,0.7,0.659,1.3,1.3,2.5,0.9,1.0,0.5,0.7,1.3,3.6,0.036,9.3,2.3,1.1,3.2,9.7,1.6,0.208,-2.1,8.7,0.6,12.7,3.4,16.7,9.2,0.519,11.5,0.8,2.1,0.102,67
Earl Boykins,PG,26,GSW,68,0,19.4,2.9,6.8,0.429,0.4,1.1,0.377,2.5,5.7,0.439,0.46,2.5,2.9,0.865,0.5,0.8,1.3,3.3,0.6,0.1,1.1,1.1,8.8,0.166,26.8,0.2,-2.3,-4.6,4.2,-0.4,0.431,2.2,2.9,3.9,17.6,1.5,11.7,3.5,0.543,20.1,-0.1,3.5,0.127,72
Michael Bradley,PF,23,TOR,67,11,19.6,2.3,4.7,0.481,0.0,0.1,0.167,2.2,4.6,0.487,0.482,0.5,1.0,0.522,2.4,3.7,6.1,1.0,0.2,0.5,1.1,1.9,5.0,0.019,8.4,1.7,-2.6,-0.2,22.4,0.9,0.213,-2.5,13.5,0.7,12.8,0.7,18.1,17.7,0.492,14.6,-0.2,1.5,0.056,59
Shawn Bradley,C,30,DAL,81,39,21.4,2.5,4.6,0.536,0.0,0.0,0.0,2.5,4.6,0.537,0.536,1.7,2.2,0.806,1.9,4.0,5.9,0.7,0.8,2.1,0.8,3.0,6.7,0.003,4.6,7.3,4.3,4.7,20.7,3.5,0.467,-0.4,9.6,3.9,18.3,1.9,12.9,15.1,0.601,13.6,2.8,7.4,0.204,64
Elton Brand,PF,23,LAC,62,61,39.6,7.3,14.5,0.502,0.0,0.0,0.0,7.3,14.5,0.502,0.502,3.9,5.7,0.685,4.6,6.8,11.3,2.5,1.1,2.5,2.6,3.3,18.5,0.001,12.0,4.6,4.5,2.4,19.3,2.7,0.396,2.1,13.1,4.9,21.7,1.5,13.2,16.2,0.543,22.4,4.1,7.6,0.149,89
J.R. Bremer,PG,22,BOS,64,41,23.5,2.7,7.3,0.369,1.6,4.5,0.353,1.1,2.8,0.393,0.477,1.3,1.7,0.766,0.3,2.0,2.3,2.6,0.6,0.0,0.9,1.3,8.3,0.616,19.2,0.2,-1.9,-2.0,9.8,1.2,0.239,0.1,1.3,1.8,12.7,1.3,10.3,5.5,0.515,17.7,0.0,3.0,0.096,64
Primoz Brezec,C,23,IND,22,1,5.0,0.7,1.7,0.395,0.0,0.0,0.0,0.7,1.7,0.405,0.395,0.5,0.9,0.6,0.6,0.5,1.0,0.2,0.1,0.2,0.3,0.7,1.9,0.026,6.0,2.6,-5.3,-1.6,9.9,0.1,0.526,-3.7,13.5,0.0,10.9,0.9,13.0,11.6,0.449,21.9,-0.1,0.1,0.047,55
Kedrick Brown,SF,21,BOS,51,5,13.1,1.2,3.4,0.357,0.1,0.8,0.077,1.1,2.6,0.439,0.365,0.4,0.6,0.625,0.9,1.9,2.7,0.4,0.7,0.3,0.5,1.3,2.8,0.228,5.1,1.5,-4.4,1.0,16.6,1.1,0.187,-5.4,7.4,-0.5,8.8,2.7,11.1,11.9,0.392,14.5,-0.4,0.5,0.037,65
Kwame Brown,C,20,WAS,80,20,22.2,2.8,6.3,0.446,0.0,0.0,0.0,2.8,6.2,0.449,0.446,1.8,2.7,0.668,1.6,3.7,5.3,0.7,0.6,1.0,1.4,2.0,7.4,0.006,5.6,3.4,-2.7,0.7,19.9,2.3,0.432,-3.4,8.5,0.2,13.6,1.5,15.5,14.2,0.496,18.8,-0.3,2.5,0.069,72
P.J. Brown,PF,33,NOH,78,78,33.4,4.1,7.7,0.531,0.0,0.0,0.0,4.1,7.7,0.533,0.531,2.5,3.0,0.836,3.1,5.9,9.0,1.9,0.9,1.0,1.3,2.6,10.7,0.005,9.2,2.2,3.4,2.3,20.7,3.8,0.386,1.1,10.7,6.4,17.6,1.4,12.2,15.6,0.592,14.0,3.6,10.2,0.188,75
Tierre Brown,PG,23,CLE,15,0,11.2,1.8,3.9,0.458,0.0,0.1,0.0,1.8,3.9,0.466,0.458,0.7,0.9,0.786,0.5,1.5,2.0,2.6,0.9,0.0,1.5,0.6,4.3,0.017,41.6,0.0,-1.6,-0.4,14.9,0.2,0.237,-1.2,5.2,0.0,17.4,4.0,25.2,10.0,0.499,22.5,0.0,0.2,0.044,63
Rick Brunson,PG,30,CHI,17,0,11.5,1.4,2.9,0.46,0.2,0.4,0.667,1.1,2.6,0.432,0.5,0.6,0.7,0.833,0.2,0.9,1.1,2.1,0.6,0.2,1.0,1.2,3.5,0.12,29.0,1.1,-3.2,-1.4,8.3,0.1,0.24,-1.8,2.3,0.1,13.4,2.6,23.5,5.4,0.543,16.4,-0.1,0.3,0.07,62
Kobe Bryant,SG,24,LAL,82,82,41.5,10.6,23.5,0.451,1.5,4.0,0.383,9.1,19.5,0.465,0.483,7.3,8.7,0.843,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7,30.0,0.168,27.2,1.4,6.4,0.3,15.3,4.0,0.371,6.1,3.5,11.0,26.2,2.8,11.4,9.3,0.55,32.9,7.1,14.9,0.21,99
Caron Butler,SF,22,MIA,78,78,36.6,5.5,13.2,0.416,0.4,1.4,0.318,5.1,11.9,0.427,0.432,4.0,4.8,0.824,1.7,3.4,5.1,2.7,1.8,0.4,2.5,2.9,15.4,0.104,14.1,0.9,1.7,1.6,10.9,3.6,0.363,0.1,5.3,1.6,15.1,2.6,13.8,8.0,0.502,22.9,2.7,5.1,0.086,76
Rasual Butler,SG,23,MIA,72,28,21.0,2.9,7.9,0.362,0.7,2.4,0.292,2.2,5.6,0.392,0.406,1.1,1.4,0.731,0.4,2.2,2.6,1.3,0.3,0.6,1.1,1.5,7.5,0.299,11.4,2.2,-3.8,-0.4,12.3,1.4,0.182,-3.4,2.1,-1.4,9.5,0.8,11.1,7.1,0.437,21.6,-0.7,0.1,0.002,67
Marcus Camby,C,28,DEN,29,9,21.2,3.2,7.8,0.41,0.1,0.2,0.4,3.1,7.7,0.41,0.414,1.1,1.7,0.66,2.6,4.6,7.2,1.6,0.7,1.4,0.9,2.4,7.6,0.022,14.4,5.2,2.0,3.7,26.4,1.2,0.22,-1.7,13.5,0.3,17.5,1.7,9.8,19.7,0.444,19.9,0.6,1.5,0.119,80
Elden Campbell,C,34,SEA,15,0,12.3,1.1,3.2,0.333,0.0,0.0,,1.1,3.2,0.333,0.333,1.1,1.4,0.762,0.9,1.7,2.6,0.6,0.6,0.5,0.5,1.8,3.2,0.0,7.6,3.4,-2.4,2.2,16.9,0.3,0.438,-4.6,8.2,0.0,10.8,2.7,12.3,12.5,0.419,16.6,0.0,0.2,0.063,71
Anthony Carter,PG,27,MIA,49,26,18.6,1.7,4.8,0.356,0.0,0.2,0.0,1.7,4.6,0.369,0.356,0.7,1.0,0.66,0.2,1.4,1.7,4.1,0.9,0.1,1.7,1.4,4.1,0.034,37.9,0.4,-5.3,-0.5,9.3,1.1,0.215,-4.8,1.5,-1.3,9.9,2.7,24.1,5.3,0.39,17.3,-0.8,-0.2,-0.012,65
Vince Carter,SG,26,TOR,43,42,34.2,8.3,17.7,0.467,1.0,3.0,0.344,7.2,14.6,0.493,0.497,3.0,3.7,0.806,1.4,3.0,4.4,3.3,1.1,1.0,1.7,2.8,20.6,0.172,20.4,2.0,2.7,-1.4,10.4,0.8,0.211,4.1,4.4,3.4,21.9,1.7,8.2,7.3,0.532,28.1,1.7,4.2,0.136,90
Sam Cassell,PG,33,MIL,78,77,34.6,7.0,14.9,0.47,0.8,2.1,0.362,6.2,12.8,0.487,0.495,4.9,5.7,0.861,0.7,3.7,4.4,5.8,1.1,0.2,2.3,2.8,19.7,0.14,29.6,0.4,2.6,-2.0,12.4,0.8,0.385,4.5,2.5,8.8,22.3,1.7,11.5,7.4,0.565,26.5,3.1,9.6,0.171,90
Kelvin Cato,C,28,HOU,73,5,17.1,1.8,3.5,0.52,0.0,0.1,0.0,1.8,3.5,0.528,0.52,0.9,1.7,0.532,1.8,4.1,5.9,0.3,0.5,1.2,0.8,2.4,4.5,0.016,2.6,4.9,-1.0,1.8,26.7,2.5,0.484,-2.8,12.5,1.3,15.5,1.6,15.3,19.8,0.535,13.6,0.3,3.8,0.145,69
Tyson Chandler,C,20,CHI,75,68,24.4,3.4,6.5,0.531,0.0,0.0,,3.4,6.5,0.531,0.531,2.4,3.9,0.608,2.3,4.6,6.9,1.0,0.5,1.4,1.8,2.9,9.2,0.0,6.8,4.2,-0.3,1.2,20.6,2.1,0.601,-1.5,10.4,1.8,15.8,1.0,18.1,15.5,0.565,18.1,0.8,3.9,0.102,73
Calbert Cheaney,SG,31,UTA,81,74,29.0,4.0,8.0,0.499,0.1,0.3,0.4,3.9,7.7,0.503,0.507,0.5,0.9,0.58,0.9,2.6,3.5,2.0,0.8,0.2,1.3,2.8,8.6,0.038,11.7,0.4,-1.2,-0.1,10.5,1.7,0.106,-1.2,3.9,1.0,9.8,1.5,13.7,7.3,0.514,15.5,0.5,2.8,0.056,68
Doug Christie,SG,32,SAC,80,80,33.9,3.3,7.0,0.479,0.9,2.3,0.395,2.4,4.7,0.522,0.545,1.8,2.2,0.81,0.8,3.5,4.3,4.7,2.3,0.5,1.8,2.3,9.4,0.332,19.3,0.9,4.2,2.9,10.6,4.7,0.312,1.3,2.5,4.2,15.0,3.3,18.5,6.8,0.59,12.7,4.2,8.9,0.157,79
Keon Clark,C,27,SAC,80,11,22.3,2.8,5.6,0.501,0.0,0.1,0.0,2.8,5.6,0.506,0.501,1.1,1.6,0.656,1.7,3.9,5.6,1.0,0.5,1.9,1.2,2.8,6.7,0.009,6.5,5.6,1.1,3.6,17.9,3.4,0.284,-2.5,8.8,1.3,13.9,1.1,15.6,13.6,0.528,14.9,1.4,4.7,0.127,75
Speedy Claxton,PG,24,SAS,30,0,15.7,2.2,4.8,0.462,0.0,0.4,0.0,2.2,4.5,0.5,0.462,1.3,1.9,0.684,0.7,1.1,1.9,2.5,0.7,0.2,1.2,1.4,5.8,0.076,26.9,1.0,0.1,0.2,8.0,0.6,0.393,-0.1,5.7,0.6,15.9,2.5,17.1,6.9,0.509,20.2,0.2,1.2,0.125,74
Mateen Cleaves,PG,25,SAC,12,0,4.6,0.5,1.9,0.261,0.1,0.1,1.0,0.4,1.8,0.227,0.283,0.3,0.3,0.75,0.1,0.6,0.7,0.8,0.2,0.0,1.2,0.5,1.3,0.043,25.7,0.0,-15.8,-1.0,13.0,0.1,0.174,-14.8,2.1,-0.4,-3.7,1.8,36.1,7.8,0.323,31.1,-0.2,-0.4,-0.325,64
Derrick Coleman,C,35,PHI,64,35,27.2,3.5,7.8,0.448,0.3,1.0,0.328,3.1,6.7,0.466,0.47,2.1,2.7,0.784,2.4,4.7,7.0,1.4,0.8,1.1,1.5,2.7,9.4,0.135,8.0,3.1,1.1,1.6,20.5,2.4,0.343,-0.5,10.0,2.1,15.4,1.6,14.3,15.2,0.525,17.3,1.4,4.5,0.124,74
Bimbo Coles,PG,34,BOS,14,0,12.5,1.6,3.5,0.449,0.0,0.5,0.0,1.6,3.0,0.524,0.449,0.6,0.6,1.0,0.1,0.7,0.8,1.1,0.4,0.0,0.7,1.2,3.7,0.143,16.5,0.0,-6.9,-2.1,6.6,0.1,0.163,-4.8,0.6,0.0,8.8,1.8,16.0,3.6,0.495,16.6,-0.2,0.1,0.036,63
Jason Collier,C,25,HOU,13,3,8.0,1.3,2.8,0.472,0.0,0.0,,1.3,2.8,0.472,0.472,0.2,0.2,1.0,0.9,1.3,2.2,0.1,0.2,0.1,0.2,0.8,2.8,0.0,1.8,0.7,-5.8,-3.4,18.4,0.1,0.056,-2.3,13.6,0.2,15.0,1.0,5.1,16.1,0.488,17.3,-0.1,0.3,0.126,59
Jarron Collins,C,24,UTA,22,7,19.1,1.7,3.9,0.442,0.0,0.0,0.0,1.7,3.9,0.447,0.442,2.0,2.8,0.71,1.5,1.3,2.7,0.6,0.2,0.3,0.9,3.2,5.5,0.012,5.2,1.1,-2.8,-1.4,7.8,0.2,0.721,-1.4,9.6,0.5,8.2,0.6,14.4,8.6,0.53,14.5,-0.1,0.7,0.078,62
Jason Collins,C,24,NJN,81,66,23.5,1.7,4.2,0.414,0.0,0.0,0.0,1.7,4.1,0.419,0.414,2.2,2.9,0.763,1.7,2.9,4.5,1.1,0.6,0.5,1.0,3.1,5.7,0.012,6.9,1.7,-0.6,1.8,13.9,3.0,0.698,-2.3,8.2,1.7,9.9,1.3,16.1,11.1,0.521,12.5,0.7,4.7,0.119,66
Jamal Crawford,PG,22,CHI,80,31,24.9,4.2,10.1,0.413,1.1,3.0,0.355,3.1,7.1,0.438,0.467,1.3,1.6,0.806,0.3,2.1,2.3,4.2,1.0,0.3,1.7,1.6,10.7,0.3,28.8,0.9,-1.0,-2.0,9.0,1.1,0.16,0.9,1.2,1.6,15.4,2.0,13.4,5.1,0.496,22.2,0.5,2.8,0.067,79
Austin Croshere,PF,27,IND,49,0,12.9,1.8,4.3,0.411,0.6,1.4,0.391,1.2,2.9,0.421,0.476,1.1,1.3,0.815,0.8,2.3,3.2,1.1,0.1,0.3,0.6,1.0,5.1,0.33,14.9,1.5,0.0,-0.6,19.9,0.8,0.311,0.6,7.3,1.2,16.1,0.5,10.5,13.7,0.53,18.9,0.3,2.0,0.151,71
Eddy Curry,C,20,CHI,81,48,19.4,4.1,7.1,0.585,0.0,0.0,,4.1,7.1,0.585,0.585,2.2,3.5,0.624,1.4,2.9,4.4,0.5,0.2,0.8,1.7,2.8,10.5,0.0,4.4,2.9,-3.0,-2.0,16.4,1.1,0.501,-1.0,8.3,2.3,17.5,0.6,16.4,12.4,0.607,23.6,-0.4,3.5,0.107,73
Michael Curry,SF,34,DET,78,77,19.9,1.2,2.9,0.402,0.2,0.7,0.296,1.0,2.2,0.434,0.437,0.5,0.6,0.8,0.2,1.4,1.6,1.3,0.6,0.1,0.6,2.1,3.0,0.236,10.8,0.2,-2.3,0.9,8.6,1.7,0.197,-3.2,1.2,0.2,5.7,1.6,14.7,4.8,0.474,9.0,-0.1,2.0,0.06,68
